feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
woba_30g_diff,-0.0016,-0.0015,0.180389,0.117889,0.0625,-9e-05,0.004487,False,OK,1.239,288,96
bullpen_whip_diff,-0.0117,0.014,0.103976,0.041256,0.06272,-0.025694,0.064402,False,OK,2.071,284,96
bullpen_whip_3g_diff,0.0211,-0.0295,0.243606,0.180886,0.06272,0.050659,0.119022,False,OK,1.185,284,96
bullpen_pitches_diff,-9.6667,17.2292,0.188827,0.126327,0.0625,-26.895833,12.220153,True,WARN,1.717,288,96
team_barrel_diff,-0.0035,0.0016,0.185245,0.122745,0.0625,-0.005015,0.002181,True,WARN,0.712,288,96
team_hardhit_diff,-0.0118,0.0028,0.243518,0.181018,0.0625,-0.014624,0.009111,False,OK,2.199,288,96
team_exitvelo_diff,-0.1788,0.0931,0.245742,0.183242,0.0625,-0.27193,0.315888,False,OK,1.675,288,96
lineup_handedness_matchup_advantage,0.0135,-0.0012,0.169014,0.106514,0.0625,0.0147,0.017536,False,OK,1.901,288,96
travel_fatigue_diff,-0.0625,-0.1285,0.000767,0.0,0.0625,0.065972,0.111463,False,OK,0.164,288,96
closer_availability_diff,0.0208,-0.0104,0.007279,0.0,0.0625,0.03125,0.053453,False,OK,0.006,288,96
dome_is_neutral,0.3125,0.2951,0.001629,0.0,0.0625,0.017361,0.08117,False,OK,0.024,288,96
park_factor_slug_diff,-0.0001,-0.0,0.088784,0.026284,0.0625,-5.7e-05,0.00011,False,OK,1.605,288,96
wind_advantage_flyball_factor,0.0089,0.0076,0.107843,0.044403,0.06344,0.001219,0.066099,False,OK,0.408,280,95
air_density_velocity_boost,0.0649,0.0132,0.169257,0.106368,0.062889,0.051676,0.047444,False,OK,2.591,281,96
bullpen_meltdown_risk,5.8787,3.9502,0.155134,0.092414,0.06272,1.928448,4.225353,False,OK,2.352,284,96
pitcher_regression_indicator,-1.859,-0.6092,0.061515,0.0,0.062889,-1.249775,1.729419,False,OK,1.813,281,96
lineup_depth_multiplier,0.0001,0.0002,0.340216,0.277716,0.0625,-8.9e-05,7.6e-05,False,OK,1.809,288,96
ace_efficiency_factor,0.0832,0.0923,0.198656,0.135824,0.062832,-0.009051,0.031111,False,OK,0.373,282,96
home_elo,1497.3762,1499.7958,0.235854,0.173354,0.0625,-2.419519,9.753657,False,OK,1.976,288,96
away_elo,1502.7713,1500.0971,0.212248,0.149748,0.0625,2.674159,10.078148,False,OK,2.046,288,96
home_win_pct,0.4985,0.4993,0.20613,0.14363,0.0625,-0.000722,0.011147,False,OK,1.91,288,96
away_win_pct,0.5028,0.5011,0.291162,0.228662,0.0625,0.001691,0.01101,False,OK,3.099,288,96
sp_era_home,4.3972,4.0504,0.038199,0.0,0.062776,0.346813,0.31485,False,OK,1.952,283,96
sp_era_away,4.0312,3.9567,0.095051,0.031893,0.063158,0.074537,0.21559,False,OK,1.634,285,95
sp_k9_home,8.5289,8.68,0.096618,0.033842,0.062776,-0.151121,0.325638,False,OK,1.967,283,96
sp_k9_away,8.5867,8.6602,0.060912,0.0,0.063158,-0.073454,0.32764,False,OK,2.364,285,95
sp_xwoba_home,0.313,0.3095,0.07455,0.01183,0.06272,0.003499,0.008148,False,OK,1.453,284,96
sp_xwoba_away,0.3153,0.307,0.099148,0.036539,0.062609,0.008317,0.008003,False,OK,1.481,286,96
lineup_woba_mean_home,0.3441,0.3427,0.236374,0.173874,0.0625,0.001347,0.001964,False,OK,1.891,288,96
lineup_woba_mean_away,0.3447,0.3444,0.11586,0.05336,0.0625,0.000311,0.001839,False,OK,1.391,288,96
lineup_woba_top3_home,0.3561,0.3523,0.108745,0.046245,0.0625,0.003801,0.002881,False,OK,1.393,288,96
lineup_woba_top3_away,0.3543,0.3534,0.180152,0.117652,0.0625,0.000987,0.003201,False,OK,1.798,288,96
woba_30g_home,0.2997,0.2995,0.128225,0.065725,0.0625,0.000249,0.002991,False,OK,2.078,288,96
woba_30g_away,0.3013,0.301,0.216726,0.154226,0.0625,0.000339,0.003076,False,OK,1.959,288,96
bullpen_whip_10g_home,1.3406,1.3394,0.138008,0.075454,0.062554,0.001251,0.040537,False,OK,2.135,287,96
bullpen_whip_10g_away,1.3523,1.322,0.096167,0.033503,0.062664,0.030273,0.043514,False,OK,1.483,285,96
bullpen_whip_3g_home,1.4053,1.3177,0.160299,0.097745,0.062554,0.08759,0.072554,False,OK,1.572,287,96
bullpen_whip_3g_away,1.3841,1.3445,0.101891,0.039227,0.062664,0.039612,0.087495,False,OK,2.505,285,96
team_barrel_15g_home,0.0217,0.0232,0.229341,0.166841,0.0625,-0.001527,0.001572,False,OK,1.46,288,96
team_barrel_15g_away,0.0251,0.0217,0.308972,0.246472,0.0625,0.003488,0.001445,True,WARN,1.583,288,96
team_exitvelo_15g_home,87.5439,87.8745,0.292584,0.230084,0.0625,-0.330555,0.21601,False,OK,0.71,288,96
team_exitvelo_15g_away,87.7227,87.7814,0.186237,0.123737,0.0625,-0.058625,0.221017,False,OK,1.667,288,96
run_margin_diff,0.03,0.004,0.270243,0.207743,0.0625,0.02599,0.066624,False,OK,5.705,288,96
