kind,game_id,gameday,season,week,home_team,away_team,stadium,gametime,home_record,away_record,p_home_win,p_away_win,p_tie,derived_ml,mu_h,mu_a,mu_margin,mu_total,fair_spread,fair_total,spread_line,total_line,has_offer,p_cover_offered,p_push_offered,p_over_offered,p_under_offered,p_push_total_offered,p_home_cover_minus_half,p_home_cover_plus_half,p_away_cover_minus_half,p_away_cover_plus_half,p_home_cover_m14,p_push_m14,p_home_cover_m13,p_push_m13,p_home_cover_m12,p_push_m12,p_home_cover_m11,p_push_m11,p_home_cover_m10,p_push_m10,p_home_cover_m9,p_push_m9,p_home_cover_m8,p_push_m8,p_home_cover_m7,p_push_m7,p_home_cover_m6,p_push_m6,p_home_cover_m5,p_push_m5,p_home_cover_m4,p_push_m4,p_home_cover_m3,p_push_m3,p_home_cover_m2,p_push_m2,p_home_cover_m1,p_push_m1,p_home_cover_0,p_push_0,p_home_cover_1,p_push_1,p_home_cover_2,p_push_2,p_home_cover_3,p_push_3,p_home_cover_4,p_push_4,p_home_cover_5,p_push_5,p_home_cover_6,p_push_6,p_home_cover_7,p_push_7,p_home_cover_8,p_push_8,p_home_cover_9,p_push_9,p_home_cover_10,p_push_10,p_home_cover_11,p_push_11,p_home_cover_12,p_push_12,p_home_cover_13,p_push_13,p_home_cover_14,p_push_14,p_over_24,p_under_24,p_push_24,p_over_25,p_under_25,p_push_25,p_over_26,p_under_26,p_push_26,p_over_27,p_under_27,p_push_27,p_over_28,p_under_28,p_push_28,p_over_29,p_under_29,p_push_29,p_over_30,p_under_30,p_push_30,p_over_31,p_under_31,p_push_31,p_over_32,p_under_32,p_push_32,p_over_33,p_under_33,p_push_33,p_over_34,p_under_34,p_push_34,p_over_35,p_under_35,p_push_35,p_over_36,p_under_36,p_push_36,p_over_37,p_under_37,p_push_37,p_over_38,p_under_38,p_push_38,p_over_39,p_under_39,p_push_39,p_over_40,p_under_40,p_push_40,p_over_41,p_under_41,p_push_41,p_over_42,p_under_42,p_push_42,p_over_43,p_under_43,p_push_43,p_over_44,p_under_44,p_push_44,p_over_45,p_under_45,p_push_45,p_over_46,p_under_46,p_push_46,p_over_47,p_under_47,p_push_47,p_over_48,p_under_48,p_push_48,p_over_49,p_under_49,p_push_49,p_over_50,p_under_50,p_push_50,p_over_51,p_under_51,p_push_51,p_over_52,p_under_52,p_push_52,p_over_53,p_under_53,p_push_53,p_over_54,p_under_54,p_push_54,p_over_55,p_under_55,p_push_55,p_over_56,p_under_56,p_push_56,p_over_57,p_under_57,p_push_57,p_over_58,p_under_58,p_push_58,p_over_59,p_under_59,p_push_59,p_over_60,p_under_60,p_push_60,p_over_61,p_under_61,p_push_61,p_over_62,p_under_62,p_push_62,p_over_63,p_under_63,p_push_63,p_over_64,p_under_64,p_push_64,p_over_65,p_under_65,p_push_65,p_over_66,p_under_66,p_push_66,p_home_win_derived,p_away_win_derived,derived_ml_shrunk,fair_spread_shrunk,fair_total_shrunk,p_cover_shrunk,p_over_shrunk,shrink_applied,treatment_mode,home_score,away_score,total,margin,p_over_fair,p_cover_fair,y_over_fair,y_under_fair,y_push_fair,y_cover_fair,y_push_spread_fair,y_over_offered,y_under_offered,y_push_total_offered,y_cover_offered,y_push_spread_offered,y_home_win,decided,frame_view,pred_home,pred_away
oof,2023_01_TEN_NO,2023-09-10,2023,1,NO,TEN,,,,,0.53644453,0.46080547,0.00275,0.53792382,20.7384,19.4885,1.2499,40.2269,2,40,3.0,41.0,1,0.442737,0.031067,0.461166,0.507758,0.031077,0.473804,0.442737,0.526196,0.557263,0.866821,0.016099,0.849293,0.017529,0.83032,0.018973,0.809904,0.020416,0.788062,0.021842,0.76483,0.023232,0.740261,0.024569,0.714428,0.025833,0.687423,0.027005,0.659355,0.028068,0.63035,0.029005,0.60055,0.0298,0.570109,0.030441,0.539195,0.030915,0.536445,0.00275,0.5051,0.031344,0.473804,0.031296,0.442737,0.031067,0.412076,0.030661,0.381991,0.030085,0.352642,0.029349,0.324175,0.028466,0.296725,0.02745,0.270407,0.026318,0.24532,0.025087,0.221545,0.023775,0.199143,0.022402,0.178157,0.020986,0.158612,0.019545,0.886432,0.099517,0.01405,0.870185,0.113568,0.016247,0.85349,0.129815,0.016696,0.834406,0.14651,0.019083,0.815029,0.165594,0.019377,0.79313,0.184971,0.021899,0.771151,0.20687,0.021979,0.746587,0.228849,0.024565,0.722216,0.253413,0.02437,0.695278,0.277784,0.026938,0.668858,0.304722,0.026421,0.639975,0.331142,0.028882,0.61197,0.360025,0.028006,0.581695,0.38803,0.030275,0.552671,0.418305,0.029023,0.521647,0.447329,0.031024,0.492242,0.478353,0.029405,0.461166,0.507758,0.031077,0.432044,0.538834,0.029122,0.401617,0.567956,0.030428,0.373425,0.598383,0.028191,0.344307,0.626575,0.029119,0.317633,0.655693,0.026674,0.290397,0.682367,0.027235,0.265729,0.709603,0.024669,0.240831,0.734271,0.024897,0.218533,0.759169,0.022298,0.196288,0.781467,0.022245,0.176588,0.803712,0.0197,0.157161,0.823412,0.019427,0.140148,0.842839,0.017012,0.123565,0.859852,0.016583,0.109205,0.876435,0.014361,0.095367,0.890795,0.013837,0.083518,0.904633,0.01185,0.072231,0.916482,0.011287,0.062672,0.927769,0.009559,0.053672,0.937328,0.009,0.046133,0.946328,0.007538,0.039117,0.953867,0.007017,0.033305,0.960883,0.005812,0.027956,0.966695,0.005348,0.023575,0.972044,0.004381,0.537924,0.462076,0.5876533,3,40,0.492424,0.465553,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",16.0,15.0,31.0,1.0,0.492242,0.473804,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,pooled,20.7384,19.4885
oof,2023_01_HOU_BAL,2023-09-10,2023,1,BAL,HOU,,,,,0.68426882,0.31298118,0.00275,0.68615574,21.4798,15.1132,6.3666,36.593,7,37,9.5,43.5,1,0.408645,,0.30062,0.69938,,0.408645,0.378474,0.591355,0.621526,0.933038,0.009643,0.922224,0.010815,0.910169,0.012054,0.896815,0.013355,0.882108,0.014707,0.866009,0.016099,0.848489,0.01752,0.829535,0.018954,0.809148,0.020387,0.787348,0.021801,0.76417,0.023178,0.73967,0.0245,0.713922,0.025748,0.687019,0.026904,0.684269,0.00275,0.655351,0.028918,0.625623,0.029728,0.595237,0.030386,0.564357,0.030881,0.533152,0.031204,0.501801,0.031352,0.47048,0.03132,0.43937,0.03111,0.408645,0.030725,0.378474,0.030171,0.349017,0.029457,0.320423,0.028594,0.292829,0.027594,0.266355,0.026474,0.826038,0.15478,0.019182,0.804436,0.173962,0.021602,0.782578,0.195564,0.021857,0.758259,0.217422,0.024319,0.733944,0.241741,0.024315,0.707205,0.266056,0.026739,0.68078,0.292795,0.026425,0.652051,0.31922,0.028728,0.623983,0.347949,0.028068,0.593812,0.376017,0.030171,0.564664,0.406188,0.029147,0.533685,0.435336,0.03098,0.504089,0.466315,0.029596,0.472986,0.495911,0.031103,0.4436,0.527014,0.029386,0.413066,0.5564,0.030534,0.384534,0.586934,0.028532,0.355223,0.615466,0.029312,0.328133,0.644777,0.02709,0.30062,0.671867,0.027513,0.27547,0.69938,0.02515,0.250219,0.72453,0.025251,0.227389,0.749781,0.02283,0.20473,0.772611,0.022659,0.184467,0.79527,0.020264,0.164587,0.815533,0.019879,0.147002,0.835413,0.017585,0.12995,0.852998,0.017052,0.11503,0.87005,0.01492,0.10073,0.88497,0.0143,0.088354,0.89927,0.012376,0.076629,0.911646,0.011725,0.066592,0.923371,0.010037,0.057194,0.933408,0.009398,0.049235,0.942806,0.007958,0.04187,0.950765,0.007366,0.035701,0.95813,0.006169,0.030057,0.964299,0.005644,0.025382,0.969943,0.004675,0.021154,0.974618,0.004228,0.01769,0.978846,0.003464,0.014593,0.98231,0.003096,0.012083,0.985407,0.00251,0.686156,0.313844,0.75336589,9,41,0.487296,0.417643,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",25.0,9.0,34.0,16.0,0.472986,0.47048,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,pooled,21.4798,15.1132
oof,2023_01_CIN_CLE,2023-09-10,2023,1,CLE,CIN,,,,,0.57602711,0.42122289,0.00275,0.57761555,19.3076,16.7358,2.5718,36.0434,3,36,-1.0,46.5,1,0.578777,0.030299,0.214467,0.785533,,0.609076,0.578777,0.390924,0.421223,0.888131,0.014376,0.872354,0.015776,0.855148,0.017207,0.836495,0.018653,0.816394,0.020101,0.794861,0.021533,0.771928,0.022932,0.747648,0.024281,0.722088,0.02556,0.695337,0.026751,0.667501,0.027836,0.638701,0.0288,0.609076,0.029625,0.578777,0.030299,0.576027,0.00275,0.544847,0.03118,0.513472,0.031375,0.482084,0.031389,0.450861,0.031222,0.419983,0.030878,0.389621,0.030362,0.359938,0.029683,0.331086,0.028852,0.303204,0.027882,0.276414,0.026789,0.250825,0.02559,0.226524,0.024301,0.203582,0.022941,0.182053,0.021529,0.81386,0.166253,0.019887,0.791445,0.18614,0.022415,0.76896,0.208555,0.022485,0.743906,0.23104,0.025054,0.71907,0.256094,0.024836,0.691702,0.28093,0.027368,0.664884,0.308298,0.026818,0.635659,0.335116,0.029226,0.607345,0.364341,0.028313,0.576829,0.392655,0.030517,0.547597,0.423171,0.029231,0.516439,0.452403,0.031158,0.486928,0.483561,0.029511,0.455822,0.513072,0.031106,0.426689,0.544178,0.029133,0.396326,0.573311,0.030363,0.368208,0.603674,0.028119,0.339233,0.631792,0.028974,0.312699,0.660767,0.026534,0.285669,0.687301,0.02703,0.261191,0.714331,0.024478,0.236542,0.738809,0.02465,0.214467,0.763458,0.022075,0.192492,0.785533,0.021974,0.173032,0.807508,0.019461,0.153883,0.826968,0.019149,0.137112,0.846117,0.016771,0.1208,0.862888,0.016312,0.106671,0.8792,0.014129,0.093087,0.893329,0.013584,0.081451,0.906913,0.011636,0.070392,0.918549,0.011059,0.061023,0.929608,0.009369,0.052222,0.938977,0.008801,0.044847,0.947778,0.007375,0.037998,0.955153,0.006849,0.032322,0.962002,0.005676,0.027112,0.967678,0.00521,0.022841,0.972888,0.004271,0.018965,0.977159,0.003876,0.015823,0.981035,0.003142,0.013004,0.984177,0.002819,0.010744,0.986996,0.00226,0.577616,0.422384,0.51654138,1,43,0.517871,0.381576,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",24.0,3.0,27.0,21.0,0.486928,0.482084,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,pooled,19.3076,16.7358
oof,2023_01_SF_PIT,2023-09-10,2023,1,PIT,SF,,,,,0.51799384,0.47925616,0.00275,0.51942225,21.0926,20.4533,0.6393,41.5459,1,42,-1.5,41.5,1,0.551858,,0.501009,0.498991,,0.551858,0.520744,0.448142,0.479256,0.856447,0.016924,0.838084,0.018363,0.818277,0.019808,0.797034,0.021243,0.774383,0.02265,0.750371,0.024012,0.725062,0.025309,0.698539,0.026523,0.670903,0.027635,0.642275,0.028628,0.61279,0.029485,0.582597,0.030193,0.551858,0.030739,0.520744,0.031114,0.517994,0.00275,0.486662,0.031331,0.455488,0.031174,0.42465,0.030838,0.394322,0.030328,0.364668,0.029654,0.335841,0.028827,0.30798,0.027861,0.281208,0.026771,0.255632,0.025576,0.231339,0.024293,0.208398,0.022941,0.186859,0.021539,0.166753,0.020106,0.148094,0.01866,0.904462,0.083199,0.01234,0.89008,0.095538,0.014381,0.875187,0.10992,0.014894,0.858031,0.124813,0.017156,0.840475,0.141969,0.017556,0.82048,0.159525,0.019995,0.800259,0.17952,0.020221,0.777483,0.199741,0.022776,0.754714,0.222517,0.022769,0.729351,0.245286,0.025363,0.704285,0.270649,0.025065,0.676671,0.295715,0.027614,0.649692,0.323329,0.026979,0.620299,0.350308,0.029393,0.591909,0.379701,0.02839,0.561324,0.408091,0.030585,0.532118,0.438676,0.029206,0.501009,0.467882,0.03111,0.47164,0.498991,0.029369,0.440711,0.52836,0.030929,0.411844,0.559289,0.028867,0.381791,0.588156,0.030053,0.35406,0.618209,0.027732,0.325519,0.64594,0.028541,0.299481,0.674481,0.026038,0.272991,0.700519,0.02649,0.249097,0.727009,0.023894,0.225068,0.750903,0.024029,0.203637,0.774932,0.021431,0.182334,0.796363,0.021303,0.163547,0.817666,0.018787,0.145087,0.836453,0.01846,0.128989,0.854913,0.016098,0.113353,0.871011,0.015636,0.09987,0.886647,0.013483,0.086925,0.90013,0.012946,0.075885,0.913075,0.011039,0.065407,0.924115,0.010478,0.056571,0.934593,0.008836,0.048281,0.943429,0.008291,0.041366,0.951719,0.006914,0.034953,0.958634,0.006414,0.029663,0.965047,0.00529,0.519422,0.480578,0.48797729,-1,41,0.520706,0.489247,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",7.0,30.0,37.0,-23.0,0.47164,0.486662,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,pooled,21.0926,20.4533
oof,2023_01_TB_MIN,2023-09-10,2023,1,MIN,TB,,,,,0.66854009,0.32870991,0.00275,0.67038364,23.4421,17.6557,5.7864,41.0978,6,41,4.0,45.0,1,0.547521,0.030994,0.36928,0.601094,0.029625,0.578515,0.547521,0.421485,0.452479,0.926457,0.010255,0.914997,0.011459,0.902269,0.012728,0.888214,0.014055,0.872784,0.01543,0.855944,0.01684,0.837671,0.018273,0.81796,0.019712,0.796818,0.021141,0.774275,0.022543,0.750376,0.023899,0.725187,0.02519,0.69879,0.026396,0.67129,0.0275,0.66854,0.00275,0.63919,0.02935,0.609128,0.030062,0.578515,0.030613,0.547521,0.030994,0.516321,0.0312,0.485094,0.031227,0.45402,0.031074,0.423274,0.030746,0.393028,0.030247,0.363442,0.029586,0.334668,0.028774,0.306844,0.027824,0.280092,0.026752,0.254519,0.025573,0.899021,0.088032,0.012947,0.884023,0.100979,0.014998,0.868462,0.115977,0.015561,0.850654,0.131538,0.017808,0.832397,0.149346,0.018257,0.81175,0.167603,0.020647,0.790829,0.18825,0.020921,0.76744,0.209171,0.023389,0.744013,0.23256,0.023427,0.718119,0.255987,0.025894,0.692477,0.281881,0.025643,0.664454,0.307523,0.028023,0.637015,0.335546,0.027439,0.607367,0.362985,0.029648,0.578661,0.392633,0.028706,0.547996,0.421339,0.030666,0.518634,0.452004,0.029361,0.487625,0.481366,0.031009,0.458264,0.512375,0.029361,0.42761,0.541736,0.030655,0.398906,0.57239,0.028704,0.36928,0.601094,0.029625,0.341846,0.63072,0.027434,0.313858,0.658154,0.027989,0.288225,0.686142,0.025633,0.262376,0.711775,0.025849,0.238963,0.737624,0.023413,0.215626,0.761037,0.023337,0.19472,0.784374,0.020906,0.174124,0.80528,0.020596,0.155875,0.825876,0.018249,0.138105,0.844125,0.01777,0.122532,0.861895,0.015573,0.107545,0.877468,0.014987,0.094553,0.892455,0.012991,0.082196,0.905447,0.012358,0.071601,0.917804,0.010595,0.061639,0.928399,0.009962,0.053191,0.938361,0.008448,0.045341,0.946809,0.00785,0.038756,0.954659,0.006585,0.032707,0.961244,0.006049,0.027689,0.967293,0.005018,0.670384,0.329616,0.64827979,5,43,0.52395,0.43305,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",17.0,20.0,37.0,-3.0,0.487625,0.485094,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,pooled,23.4421,17.6557
oof,2023_01_JAX_IND,2023-09-10,2023,1,IND,JAX,,,,,0.4824702,0.5147798,0.00275,0.48380065,19.6584,20.1921,-0.5337,39.8505,-1,40,-4.0,45.5,1,0.578569,0.030309,0.333878,0.666122,,0.608878,0.578569,0.391122,0.421431,0.836127,0.018625,0.816055,0.020072,0.794552,0.021503,0.771648,0.022904,0.747394,0.024254,0.721857,0.025537,0.695124,0.026733,0.6673,0.027824,0.638505,0.028794,0.608878,0.029627,0.578569,0.030309,0.547741,0.030828,0.516565,0.031176,0.48522,0.031345,0.48247,0.00275,0.451325,0.031146,0.420536,0.030788,0.390278,0.030258,0.360713,0.029565,0.331992,0.028721,0.304254,0.027738,0.277619,0.026635,0.252192,0.025427,0.228058,0.024134,0.205285,0.022774,0.183919,0.021366,0.163991,0.019928,0.145511,0.01848,0.128475,0.017036,0.881029,0.104404,0.014567,0.864229,0.118971,0.0168,0.846997,0.135771,0.017231,0.827353,0.153003,0.019645,0.807445,0.172647,0.019908,0.785003,0.192555,0.022443,0.762526,0.214997,0.022477,0.737465,0.237474,0.025061,0.712656,0.262535,0.024809,0.685295,0.287344,0.027361,0.658519,0.314705,0.026776,0.629313,0.341481,0.029206,0.601057,0.370687,0.028256,0.570575,0.398943,0.030482,0.54142,0.429425,0.029154,0.510319,0.45858,0.031101,0.480911,0.489681,0.029408,0.44989,0.519089,0.031021,0.420891,0.55011,0.028999,0.390648,0.579109,0.030243,0.362697,0.609352,0.027951,0.333878,0.637303,0.028819,0.307546,0.666122,0.026332,0.280706,0.692454,0.02684,0.256459,0.719294,0.024246,0.232028,0.743541,0.024431,0.210207,0.767972,0.021821,0.188471,0.789793,0.021735,0.169277,0.811529,0.019195,0.150377,0.830723,0.0189,0.133874,0.849623,0.016503,0.11781,0.866126,0.016064,0.103941,0.88219,0.01387,0.090595,0.896059,0.013346,0.079201,0.909405,0.011394,0.068362,0.920799,0.010838,0.059212,0.931638,0.009151,0.050607,0.940788,0.008605,0.043422,0.949393,0.007184,0.036743,0.956578,0.00668,0.031228,0.963257,0.005515,0.026159,0.968772,0.005069,0.02202,0.973841,0.004139,0.483801,0.516199,0.42484534,-3,43,0.520161,0.429883,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",21.0,31.0,52.0,-10.0,0.480911,0.48522,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,pooled,19.6584,20.1921
oof,2023_01_BUF_NYJ,2023-09-11,2023,1,NYJ,BUF,,,,,0.2478813,0.7493687,0.00275,0.24856485,14.0055,22.9123,-8.9068,36.9178,-9,37,-2.5,44.5,1,0.304279,,0.284484,0.715516,,0.304279,0.27689,0.695721,0.72311,0.639653,0.029289,0.609604,0.030048,0.578955,0.030649,0.547872,0.031083,0.516527,0.031345,0.485096,0.031431,0.453754,0.031341,0.422677,0.031077,0.392033,0.030644,0.361985,0.030048,0.332687,0.029298,0.304279,0.028408,0.27689,0.027389,0.250631,0.026258,0.247881,0.00275,0.224178,0.023703,0.201821,0.022357,0.180855,0.020965,0.161309,0.019546,0.143192,0.018117,0.126497,0.016695,0.111202,0.015295,0.097271,0.013931,0.084656,0.012614,0.073301,0.011355,0.063139,0.010162,0.0541,0.00904,0.046106,0.007994,0.039079,0.007027,0.836792,0.144222,0.018987,0.815533,0.163208,0.021258,0.793764,0.184467,0.02177,0.769702,0.206236,0.024062,0.745386,0.230298,0.024316,0.718831,0.254614,0.026554,0.692337,0.281169,0.026495,0.663731,0.307663,0.028605,0.635538,0.336269,0.028193,0.605432,0.364462,0.030106,0.576112,0.394568,0.02932,0.545135,0.423888,0.030977,0.515317,0.454865,0.029818,0.484146,0.484683,0.031171,0.454484,0.515854,0.029662,0.423801,0.545516,0.030683,0.394935,0.576199,0.028866,0.365389,0.605065,0.029546,0.337908,0.634611,0.027481,0.310077,0.662092,0.02783,0.284484,0.689923,0.025593,0.258843,0.715516,0.025641,0.235531,0.741157,0.023313,0.212427,0.764469,0.023103,0.19166,0.787573,0.020768,0.171304,0.80834,0.020356,0.153213,0.828696,0.01809,0.135676,0.846787,0.017537,0.120269,0.864324,0.015407,0.105498,0.879731,0.014771,0.092669,0.894502,0.012829,0.080506,0.907331,0.012163,0.070063,0.919494,0.010443,0.060272,0.929937,0.009791,0.051962,0.939728,0.008311,0.044258,0.948038,0.007704,0.037793,0.955742,0.006465,0.031866,0.962207,0.005927,0.02695,0.968134,0.004916,0.022493,0.97305,0.004457,0.018838,0.977507,0.003655,0.015562,0.981162,0.003276,0.012906,0.984438,0.002656,0.248565,0.751435,0.37959877,-4,42,0.442805,0.410981,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",22.0,16.0,38.0,6.0,0.484146,0.485096,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,pooled,14.0055,22.9123
oof,2023_02_MIN_PHI,2023-09-14,2023,2,PHI,MIN,,,,,0.38372515,0.61352485,0.00275,0.3847833,17.8689,21.7151,-3.8462,39.584,-4,40,6.0,49.0,1,0.223255,0.023799,0.226214,0.749719,0.024067,0.247054,0.223255,0.752946,0.776745,0.767728,0.023276,0.743122,0.024606,0.717261,0.025861,0.690236,0.027025,0.662156,0.028079,0.633148,0.029009,0.603349,0.029798,0.572914,0.030436,0.542004,0.03091,0.510792,0.031212,0.479454,0.031338,0.44817,0.031284,0.417119,0.031051,0.386475,0.030644,0.383725,0.00275,0.354397,0.029328,0.32594,0.028457,0.298488,0.027452,0.272159,0.026329,0.247054,0.025105,0.223255,0.023799,0.200825,0.02243,0.179808,0.021017,0.16023,0.019578,0.142098,0.018132,0.125403,0.016695,0.110121,0.015282,0.096214,0.013907,0.083633,0.012581,0.877867,0.107137,0.014996,0.860653,0.122133,0.017213,0.842961,0.139347,0.017693,0.822891,0.157039,0.020069,0.802517,0.177109,0.020374,0.779667,0.197483,0.02285,0.756747,0.220333,0.022919,0.731323,0.243253,0.025424,0.706122,0.268677,0.025201,0.67847,0.293878,0.027653,0.651377,0.32153,0.027093,0.621968,0.348623,0.029409,0.593486,0.378032,0.028482,0.562904,0.406514,0.030583,0.533624,0.437096,0.029279,0.502527,0.466376,0.031097,0.473095,0.497473,0.029432,0.442179,0.526905,0.030916,0.413254,0.557821,0.028926,0.383206,0.586746,0.030048,0.355413,0.616794,0.027792,0.326865,0.644587,0.028549,0.300761,0.673135,0.026104,0.274248,0.699239,0.026513,0.250281,0.725752,0.023966,0.226214,0.749719,0.024067,0.204706,0.773786,0.021508,0.183353,0.795294,0.021354,0.164487,0.816647,0.018866,0.145968,0.835513,0.018519,0.129792,0.854032,0.016175,0.114094,0.870208,0.015698,0.100538,0.885906,0.013556,0.087531,0.899462,0.013007,0.076426,0.912469,0.011106,0.06589,0.923574,0.010535,0.056997,0.93411,0.008894,0.048655,0.943003,0.008342,0.041692,0.951345,0.006963,0.035235,0.958308,0.006457,0.029906,0.964765,0.005329,0.02502,0.970094,0.004887,0.021032,0.97498,0.003988,0.384783,0.615217,0.6027462,4,45,0.415009,0.376831,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",34.0,28.0,62.0,6.0,0.473095,0.479454,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,pooled,17.8689,21.7151
oof,2023_02_LV_BUF,2023-09-17,2023,2,BUF,LV,,,,,0.51661262,0.48063738,0.00275,0.51803723,22.9464,22.3527,0.5937,45.2991,1,45,7.5,47.0,1,0.306938,,0.433331,0.535827,0.030842,0.306938,0.280255,0.693062,0.719745,0.85509,0.016924,0.836729,0.018362,0.816922,0.019807,0.79568,0.021242,0.773028,0.022651,0.749014,0.024015,0.7237,0.025313,0.697172,0.026528,0.669531,0.027641,0.640898,0.028633,0.611408,0.02949,0.581212,0.030196,0.550473,0.030739,0.519363,0.03111,0.516613,0.00275,0.485297,0.031316,0.45415,0.031148,0.42335,0.0308,0.39307,0.030279,0.363476,0.029594,0.334719,0.028757,0.306938,0.027781,0.280255,0.026683,0.254775,0.02548,0.230584,0.024191,0.20775,0.022834,0.186321,0.021429,0.166326,0.019995,0.147778,0.018549,0.944104,0.047815,0.008081,0.934475,0.055896,0.009629,0.924281,0.065525,0.010195,0.912277,0.075719,0.012004,0.89972,0.087723,0.012557,0.885104,0.10028,0.014616,0.869993,0.114896,0.01511,0.852601,0.130007,0.017392,0.83483,0.147399,0.017772,0.8146,0.16517,0.020229,0.794167,0.1854,0.020434,0.771164,0.205833,0.023003,0.748194,0.228836,0.02297,0.722623,0.251806,0.025571,0.69738,0.277377,0.025243,0.669591,0.30262,0.027789,0.642472,0.330409,0.027119,0.612954,0.357528,0.029519,0.584475,0.387046,0.028478,0.553827,0.415525,0.030649,0.524596,0.446173,0.02923,0.493496,0.475404,0.0311,0.464173,0.506504,0.029323,0.433331,0.535827,0.030842,0.404582,0.566669,0.028749,0.374691,0.595418,0.029891,0.347145,0.625309,0.027545,0.318835,0.652855,0.028311,0.293041,0.681165,0.025794,0.266836,0.706959,0.026205,0.243231,0.733164,0.023605,0.219527,0.756769,0.023705,0.198414,0.780473,0.021113,0.177457,0.801586,0.020957,0.159,0.822543,0.018457,0.14089,0.841,0.01811,0.125119,0.85911,0.015771,0.109823,0.874881,0.015296,0.096651,0.890177,0.013172,0.084022,0.903349,0.012629,0.073268,0.915978,0.010755,0.063075,0.926732,0.010193,0.054491,0.936925,0.008584,0.518037,0.481963,0.67141286,6,46,0.455435,0.455896,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",38.0,10.0,48.0,28.0,0.493496,0.485297,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,pooled,22.9464,22.3527
oof,2023_02_MIA_NE,2023-09-17,2023,2,NE,MIA,,,,,0.32051885,0.67673115,0.00275,0.3214027,17.5522,23.6376,-6.0854,41.1898,-6,41,-2.0,46.5,1,0.352375,0.029864,0.344654,0.655346,,0.382238,0.352375,0.617762,0.647625,0.712821,0.026034,0.685651,0.02717,0.657456,0.028195,0.628364,0.029092,0.598515,0.029848,0.568065,0.030451,0.537175,0.03089,0.506018,0.031158,0.474768,0.03125,0.443605,0.031164,0.412704,0.030901,0.382238,0.030465,0.352375,0.029864,0.323269,0.029106,0.320519,0.00275,0.293352,0.027167,0.267322,0.02603,0.242527,0.024795,0.219045,0.023482,0.196936,0.022109,0.176241,0.020695,0.156982,0.019259,0.139164,0.017818,0.122775,0.016389,0.107787,0.014987,0.094162,0.013625,0.081847,0.012315,0.070781,0.011065,0.060897,0.009884,0.901599,0.085493,0.012908,0.886693,0.098401,0.014906,0.871149,0.113307,0.015544,0.85342,0.128851,0.017728,0.835169,0.14658,0.018252,0.814596,0.164831,0.020573,0.793677,0.185404,0.020919,0.770362,0.206323,0.023315,0.746939,0.229638,0.023423,0.721118,0.253061,0.025821,0.695483,0.278882,0.025635,0.667527,0.304517,0.027956,0.640094,0.332473,0.027432,0.610498,0.359906,0.029596,0.581791,0.389502,0.028707,0.551151,0.418209,0.030639,0.521774,0.448849,0.029378,0.490757,0.478226,0.031017,0.461358,0.509243,0.029399,0.430656,0.538642,0.030702,0.401888,0.569344,0.028767,0.372176,0.598112,0.029713,0.344654,0.627824,0.027522,0.316542,0.655346,0.028112,0.290801,0.683458,0.025741,0.2648,0.709199,0.026001,0.241264,0.7352,0.023536,0.217757,0.758736,0.023507,0.196722,0.782243,0.021035,0.175948,0.803278,0.020774,0.15757,0.824052,0.018377,0.139625,0.84243,0.017945,0.123932,0.860375,0.015694,0.10878,0.876068,0.015152,0.095679,0.89122,0.0131,0.083174,0.904321,0.012506,0.072484,0.916826,0.010689,0.062395,0.927516,0.01009,0.053869,0.937605,0.008526,0.045912,0.946131,0.007957,0.039264,0.954088,0.006648,0.033129,0.960736,0.006135,0.028061,0.966871,0.005067,0.321403,0.678597,0.41525012,-3,44,0.447896,0.434248,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",17.0,24.0,41.0,-7.0,0.490757,0.474768,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,pooled,17.5522,23.6376
