game_id,season,week,game_type,gameday,away_team,home_team,away_score,home_score,result,total,spread_line,total_line,n_plays
2022_15_KC_HOU,2022,15,REG,2022-12-18,KC,HOU,30,24,-6,54,-14.5,48.5,184
2022_15_DAL_JAX,2022,15,REG,2022-12-18,DAL,JAX,34,40,6,74,-4.0,48.5,196
2022_15_ATL_NO,2022,15,REG,2022-12-18,ATL,NO,18,21,3,39,5.0,43.5,168
2022_15_DET_NYJ,2022,15,REG,2022-12-18,DET,NYJ,20,17,-3,37,2.0,44.0,172
2022_15_ARI_DEN,2022,15,REG,2022-12-18,ARI,DEN,15,24,9,39,1.5,37.5,177
2022_15_NE_LV,2022,15,REG,2022-12-18,NE,LV,24,30,6,54,1.0,45.0,189
2022_15_TEN_LAC,2022,15,REG,2022-12-18,TEN,LAC,14,17,3,31,3.0,46.5,177
2022_15_CIN_TB,2022,15,REG,2022-12-18,CIN,TB,34,23,-11,57,-3.5,47.0,180
2022_15_NYG_WAS,2022,15,REG,2022-12-18,NYG,WAS,20,12,-8,32,4.5,40.5,169
2022_15_LA_GB,2022,15,REG,2022-12-19,LA,GB,12,24,12,36,8.0,39.5,154
2022_16_JAX_NYJ,2022,16,REG,2022-12-22,JAX,NYJ,19,3,-16,22,2.5,36.5,172
2022_16_ATL_BAL,2022,16,REG,2022-12-24,ATL,BAL,9,17,8,26,6.5,35.0,156
2022_16_DET_CAR,2022,16,REG,2022-12-24,DET,CAR,23,37,14,60,-2.5,43.5,179
2022_16_BUF_CHI,2022,16,REG,2022-12-24,BUF,CHI,35,13,-22,48,-8.0,40.0,163
2022_16_NO_CLE,2022,16,REG,2022-12-24,NO,CLE,17,10,-7,27,3.0,32.0,160
2022_16_SEA_KC,2022,16,REG,2022-12-24,SEA,KC,10,24,14,34,10.5,50.5,170
2022_16_NYG_MIN,2022,16,REG,2022-12-24,NYG,MIN,24,27,3,51,4.5,48.0,185
2022_16_CIN_NE,2022,16,REG,2022-12-24,CIN,NE,22,18,-4,40,-3.0,42.0,185
2022_16_HOU_TEN,2022,16,REG,2022-12-24,HOU,TEN,19,14,-5,33,3.0,34.0,168
2022_16_WAS_SF,2022,16,REG,2022-12-24,WAS,SF,20,37,17,57,6.5,37.5,170
2022_16_PHI_DAL,2022,16,REG,2022-12-24,PHI,DAL,34,40,6,74,4.0,48.0,189
2022_16_LV_PIT,2022,16,REG,2022-12-24,LV,PIT,10,13,3,23,2.5,38.5,156
2022_16_GB_MIA,2022,16,REG,2022-12-25,GB,MIA,26,20,-6,46,3.5,49.0,160
2022_16_DEN_LA,2022,16,REG,2022-12-25,DEN,LA,14,51,37,65,-3.0,36.5,170
2022_16_TB_ARI,2022,16,REG,2022-12-25,TB,ARI,19,16,-3,35,-7.5,41.5,209
2022_16_LAC_IND,2022,16,REG,2022-12-26,LAC,IND,20,3,-17,23,-3.5,44.5,152
2022_17_DAL_TEN,2022,17,REG,2022-12-29,DAL,TEN,27,13,-14,40,-14.0,41.0,182
2022_17_ARI_ATL,2022,17,REG,2023-01-01,ARI,ATL,19,20,1,39,7.0,41.0,180
2022_17_CHI_DET,2022,17,REG,2023-01-01,CHI,DET,10,41,31,51,4.5,52.5,166
2022_17_JAX_HOU,2022,17,REG,2023-01-01,JAX,HOU,31,3,-28,34,-3.5,43.0,168
2022_17_DEN_KC,2022,17,REG,2023-01-01,DEN,KC,24,27,3,51,13.5,46.0,170
2022_17_MIA_NE,2022,17,REG,2023-01-01,MIA,NE,21,23,2,44,3.0,41.5,179
2022_17_IND_NYG,2022,17,REG,2023-01-01,IND,NYG,10,38,28,48,5.5,38.5,154
2022_17_NO_PHI,2022,17,REG,2023-01-01,NO,PHI,20,10,-10,30,5.5,41.5,168
2022_17_CAR_TB,2022,17,REG,2023-01-01,CAR,TB,24,30,6,54,3.5,40.5,193
2022_17_CLE_WAS,2022,17,REG,2023-01-01,CLE,WAS,24,10,-14,34,1.0,41.5,163
2022_17_SF_LV,2022,17,REG,2023-01-01,SF,LV,37,34,-3,71,-10.0,41.5,185
2022_17_NYJ_SEA,2022,17,REG,2023-01-01,NYJ,SEA,6,23,17,29,-1.0,43.0,185
2022_17_MIN_GB,2022,17,REG,2023-01-01,MIN,GB,17,41,24,58,3.0,47.5,166
2022_17_LA_LAC,2022,17,REG,2023-01-01,LA,LAC,10,31,21,41,6.5,41.5,148
2022_17_PIT_BAL,2022,17,REG,2023-01-01,PIT,BAL,16,13,-3,29,1.0,35.5,159
2022_18_KC_LV,2022,18,REG,2023-01-07,KC,LV,31,13,-18,44,-9.0,51.5,165
2022_18_TEN_JAX,2022,18,REG,2023-01-07,TEN,JAX,16,20,4,36,6.0,39.5,165
2022_18_TB_ATL,2022,18,REG,2023-01-08,TB,ATL,17,30,13,47,6.0,40.5,162
2022_18_NE_BUF,2022,18,REG,2023-01-08,NE,BUF,23,35,12,58,8.0,44.0,164
2022_18_MIN_CHI,2022,18,REG,2023-01-08,MIN,CHI,29,13,-16,42,-6.5,42.5,168
2022_18_BAL_CIN,2022,18,REG,2023-01-08,BAL,CIN,16,27,11,43,11.0,39.0,187
2022_18_HOU_IND,2022,18,REG,2023-01-08,HOU,IND,32,31,-1,63,3.0,38.0,183
2022_18_NYJ_MIA,2022,18,REG,2023-01-08,NYJ,MIA,6,11,5,17,3.5,37.5,160
2022_18_CAR_NO,2022,18,REG,2023-01-08,CAR,NO,10,7,-3,17,3.5,41.5,152
2022_18_CLE_PIT,2022,18,REG,2023-01-08,CLE,PIT,14,28,14,42,2.5,40.0,175
2022_18_LAC_DEN,2022,18,REG,2023-01-08,LAC,DEN,28,31,3,59,6.0,38.5,176
2022_18_NYG_PHI,2022,18,REG,2023-01-08,NYG,PHI,16,22,6,38,16.5,42.5,184
2022_18_LA_SEA,2022,18,REG,2023-01-08,LA,SEA,16,19,3,35,5.5,41.5,184
2022_18_ARI_SF,2022,18,REG,2023-01-08,ARI,SF,13,38,25,51,14.0,40.0,153
2022_18_DAL_WAS,2022,18,REG,2023-01-08,DAL,WAS,6,26,20,32,-7.5,40.5,177
2022_18_DET_GB,2022,18,REG,2023-01-08,DET,GB,20,16,-4,36,5.5,49.0,165
2022_19_SEA_SF,2022,19,WC,2023-01-14,SEA,SF,23,41,18,64,10.0,42.0,174
2022_19_LAC_JAX,2022,19,WC,2023-01-14,LAC,JAX,30,31,1,61,-2.0,46.5,189
2022_19_MIA_BUF,2022,19,WC,2023-01-15,MIA,BUF,31,34,3,65,14.0,44.0,203
2022_19_NYG_MIN,2022,19,WC,2023-01-15,NYG,MIN,31,24,-7,55,2.5,48.0,167
2022_19_BAL_CIN,2022,19,WC,2023-01-15,BAL,CIN,17,24,7,41,7.5,40.0,165
2022_19_DAL_TB,2022,19,WC,2023-01-16,DAL,TB,31,14,-17,45,-2.5,45.5,188
2022_20_JAX_KC,2022,20,DIV,2023-01-21,JAX,KC,20,27,7,47,10.0,52.5,172
2022_20_NYG_PHI,2022,20,DIV,2023-01-21,NYG,PHI,7,38,31,45,8.0,48.0,163
2022_20_CIN_BUF,2022,20,DIV,2023-01-22,CIN,BUF,27,10,-17,37,6.0,48.5,175
2022_20_DAL_SF,2022,20,DIV,2023-01-22,DAL,SF,12,19,7,31,3.5,46.5,172
2022_21_SF_PHI,2022,21,CON,2023-01-29,SF,PHI,7,31,24,38,2.5,45.0,154
2022_21_CIN_KC,2022,21,CON,2023-01-29,CIN,KC,20,23,3,43,2.0,48.5,179
2022_22_KC_PHI,2022,22,SB,2023-02-12,KC,PHI,38,35,-3,73,1.0,51.0,176
2023_01_DET_KC,2023,1,REG,2023-09-07,DET,KC,21,20,-1,41,4.0,53.0,179
2023_01_CAR_ATL,2023,1,REG,2023-09-10,CAR,ATL,10,24,14,34,3.5,40.5,169
2023_01_HOU_BAL,2023,1,REG,2023-09-10,HOU,BAL,9,25,16,34,9.5,43.5,185
2023_01_CIN_CLE,2023,1,REG,2023-09-10,CIN,CLE,3,24,21,27,-1.0,46.5,173
2023_01_JAX_IND,2023,1,REG,2023-09-10,JAX,IND,31,21,-10,52,-4.0,45.5,182
2023_01_TB_MIN,2023,1,REG,2023-09-10,TB,MIN,20,17,-3,37,4.0,45.0,175
2023_01_TEN_NO,2023,1,REG,2023-09-10,TEN,NO,15,16,1,31,3.0,41.0,172
2023_01_SF_PIT,2023,1,REG,2023-09-10,SF,PIT,30,7,-23,37,-1.5,41.5,176
2023_01_ARI_WAS,2023,1,REG,2023-09-10,ARI,WAS,16,20,4,36,7.0,38.0,175
2023_01_GB_CHI,2023,1,REG,2023-09-10,GB,CHI,38,20,-18,58,1.0,41.0,180
2023_01_LV_DEN,2023,1,REG,2023-09-10,LV,DEN,17,16,-1,33,3.0,43.0,158
2023_01_MIA_LAC,2023,1,REG,2023-09-10,MIA,LAC,36,34,-2,70,3.0,50.5,191
2023_01_PHI_NE,2023,1,REG,2023-09-10,PHI,NE,25,20,-5,45,-3.5,44.5,191
2023_01_LA_SEA,2023,1,REG,2023-09-10,LA,SEA,30,13,-17,43,4.5,45.0,177
2023_01_DAL_NYG,2023,1,REG,2023-09-10,DAL,NYG,40,0,-40,40,-3.5,44.5,166
2023_01_BUF_NYJ,2023,1,REG,2023-09-11,BUF,NYJ,16,22,6,38,-2.5,44.5,167
2023_02_MIN_PHI,2023,2,REG,2023-09-14,MIN,PHI,28,34,6,62,6.0,49.0,184
2023_02_GB_ATL,2023,2,REG,2023-09-17,GB,ATL,24,25,1,49,3.0,40.5,178
2023_02_LV_BUF,2023,2,REG,2023-09-17,LV,BUF,10,38,28,48,7.5,47.0,152
2023_02_BAL_CIN,2023,2,REG,2023-09-17,BAL,CIN,27,24,-3,51,3.5,45.5,175
2023_02_SEA_DET,2023,2,REG,2023-09-17,SEA,DET,37,31,-6,68,4.5,47.5,181
2023_02_IND_HOU,2023,2,REG,2023-09-17,IND,HOU,31,20,-11,51,-1.0,40.0,188
2023_02_KC_JAX,2023,2,REG,2023-09-17,KC,JAX,17,9,-8,26,-3.5,50.5,173
2023_02_CHI_TB,2023,2,REG,2023-09-17,CHI,TB,17,27,10,44,2.5,41.0,165
2023_02_LAC_TEN,2023,2,REG,2023-09-17,LAC,TEN,24,27,3,51,-2.5,45.5,179
2023_02_NYG_ARI,2023,2,REG,2023-09-17,NYG,ARI,31,28,-3,59,-5.0,40.0,182
2023_02_SF_LA,2023,2,REG,2023-09-17,SF,LA,30,23,-7,53,-7.5,45.0,182
2023_02_NYJ_DAL,2023,2,REG,2023-09-17,NYJ,DAL,10,30,20,40,8.5,38.5,175
2023_02_WAS_DEN,2023,2,REG,2023-09-17,WAS,DEN,35,33,-2,68,4.0,38.5,189
2023_02_MIA_NE,2023,2,REG,2023-09-17,MIA,NE,24,17,-7,41,-2.0,46.5,174
2023_02_NO_CAR,2023,2,REG,2023-09-18,NO,CAR,20,17,-3,37,-3.0,39.5,182
2023_02_CLE_PIT,2023,2,REG,2023-09-18,CLE,PIT,22,26,4,48,-2.5,39.0,185
2023_03_NYG_SF,2023,3,REG,2023-09-21,NYG,SF,12,30,18,42,10.5,43.5,174
2023_03_IND_BAL,2023,3,REG,2023-09-24,IND,BAL,22,19,-3,41,7.5,43.5,213
2023_03_TEN_CLE,2023,3,REG,2023-09-24,TEN,CLE,3,27,24,30,3.5,38.0,159
2023_03_ATL_DET,2023,3,REG,2023-09-24,ATL,DET,6,20,14,26,3.0,47.5,179
2023_03_NO_GB,2023,3,REG,2023-09-24,NO,GB,17,18,1,35,-1.5,41.5,182
2023_03_HOU_JAX,2023,3,REG,2023-09-24,HOU,JAX,37,17,-20,54,7.5,43.5,176
2023_03_DEN_MIA,2023,3,REG,2023-09-24,DEN,MIA,20,70,50,90,6.0,47.5,184
2023_03_LAC_MIN,2023,3,REG,2023-09-24,LAC,MIN,28,24,-4,52,1.0,54.0,191
2023_03_NE_NYJ,2023,3,REG,2023-09-24,NE,NYJ,15,10,-5,25,-2.5,35.5,187
2023_03_BUF_WAS,2023,3,REG,2023-09-24,BUF,WAS,37,3,-34,40,-5.5,44.0,156
2023_03_CAR_SEA,2023,3,REG,2023-09-24,CAR,SEA,27,37,10,64,5.0,42.5,210
2023_03_DAL_ARI,2023,3,REG,2023-09-24,DAL,ARI,16,28,12,44,-11.5,43.5,184
2023_03_CHI_KC,2023,3,REG,2023-09-24,CHI,KC,10,41,31,51,13.0,48.0,165
2023_03_PIT_LV,2023,3,REG,2023-09-24,PIT,LV,23,18,-5,41,3.0,43.5,180
2023_03_PHI_TB,2023,3,REG,2023-09-25,PHI,TB,25,11,-14,36,-6.0,44.0,159
2023_03_LA_CIN,2023,3,REG,2023-09-25,LA,CIN,16,19,3,35,3.0,45.5,183
2023_04_DET_GB,2023,4,REG,2023-09-28,DET,GB,34,20,-14,54,-2.5,45.0,177
2023_04_ATL_JAX,2023,4,REG,2023-10-01,ATL,JAX,7,23,16,30,3.5,42.5,161
2023_04_MIA_BUF,2023,4,REG,2023-10-01,MIA,BUF,20,48,28,68,2.5,53.0,163
2023_04_MIN_CAR,2023,4,REG,2023-10-01,MIN,CAR,21,13,-8,34,-4.5,46.5,158
2023_04_DEN_CHI,2023,4,REG,2023-10-01,DEN,CHI,31,28,-3,59,-3.0,47.0,168
2023_04_BAL_CLE,2023,4,REG,2023-10-01,BAL,CLE,28,3,-25,31,-2.0,38.5,170
2023_04_PIT_HOU,2023,4,REG,2023-10-01,PIT,HOU,6,30,24,36,-3.0,41.5,168
2023_04_LA_IND,2023,4,REG,2023-10-01,LA,IND,29,23,-6,52,-1.0,44.5,190
2023_04_TB_NO,2023,4,REG,2023-10-01,TB,NO,26,9,-17,35,4.0,41.0,179
2023_04_WAS_PHI,2023,4,REG,2023-10-01,WAS,PHI,31,34,3,65,9.5,43.0,198
2023_04_CIN_TEN,2023,4,REG,2023-10-01,CIN,TEN,3,27,24,30,-2.5,41.5,154
2023_04_LV_LAC,2023,4,REG,2023-10-01,LV,LAC,17,24,7,41,7.0,49.0,174
2023_04_NE_DAL,2023,4,REG,2023-10-01,NE,DAL,3,38,35,41,6.5,43.0,168
2023_04_ARI_SF,2023,4,REG,2023-10-01,ARI,SF,16,35,19,51,15.0,44.0,164
2023_04_KC_NYJ,2023,4,REG,2023-10-01,KC,NYJ,23,20,-3,43,-9.5,41.5,169
2023_04_SEA_NYG,2023,4,REG,2023-10-02,SEA,NYG,24,3,-21,27,-2.5,46.5,169
2023_05_CHI_WAS,2023,5,REG,2023-10-05,CHI,WAS,40,20,-20,60,6.0,45.5,176
2023_05_JAX_BUF,2023,5,REG,2023-10-08,JAX,BUF,25,20,-5,45,5.5,48.5,190
2023_05_HOU_ATL,2023,5,REG,2023-10-08,HOU,ATL,19,21,2,40,2.5,42.0,185
2023_05_CAR_DET,2023,5,REG,2023-10-08,CAR,DET,24,42,18,66,9.5,43.5,171
2023_05_TEN_IND,2023,5,REG,2023-10-08,TEN,IND,16,23,7,39,-2.5,43.5,164
2023_05_NYG_MIA,2023,5,REG,2023-10-08,NYG,MIA,16,31,15,47,12.5,47.5,169
2023_05_NO_NE,2023,5,REG,2023-10-08,NO,NE,34,0,-34,34,2.5,38.5,173
2023_05_BAL_PIT,2023,5,REG,2023-10-08,BAL,PIT,10,17,7,27,-4.5,38.5,173
2023_05_CIN_ARI,2023,5,REG,2023-10-08,CIN,ARI,34,20,-14,54,-3.0,45.5,182
2023_05_PHI_LA,2023,5,REG,2023-10-08,PHI,LA,23,14,-9,37,-3.5,50.5,172
2023_05_NYJ_DEN,2023,5,REG,2023-10-08,NYJ,DEN,31,21,-10,52,2.5,42.5,176
2023_05_KC_MIN,2023,5,REG,2023-10-08,KC,MIN,27,20,-7,47,-3.5,52.5,176
2023_05_DAL_SF,2023,5,REG,2023-10-08,DAL,SF,10,42,32,52,3.5,45.0,159
2023_05_GB_LV,2023,5,REG,2023-10-09,GB,LV,13,17,4,30,1.0,45.0,164
2023_06_DEN_KC,2023,6,REG,2023-10-12,DEN,KC,8,19,11,27,10.5,47.5,158
2023_06_BAL_TEN,2023,6,REG,2023-10-15,BAL,TEN,24,16,-8,40,-5.5,42.5,171
2023_06_WAS_ATL,2023,6,REG,2023-10-15,WAS,ATL,24,16,-8,40,1.5,42.0,175
2023_06_MIN_CHI,2023,6,REG,2023-10-15,MIN,CHI,19,13,-6,32,-3.0,44.5,166
2023_06_SEA_CIN,2023,6,REG,2023-10-15,SEA,CIN,13,17,4,30,3.0,45.5,167
2023_06_SF_CLE,2023,6,REG,2023-10-15,SF,CLE,17,19,2,36,-9.5,36.0,187
2023_06_NO_HOU,2023,6,REG,2023-10-15,NO,HOU,13,20,7,33,-2.0,42.5,183
2023_06_IND_JAX,2023,6,REG,2023-10-15,IND,JAX,20,37,17,57,4.0,44.0,189
2023_06_CAR_MIA,2023,6,REG,2023-10-15,CAR,MIA,21,42,21,63,14.0,47.5,176
2023_06_NE_LV,2023,6,REG,2023-10-15,NE,LV,17,21,4,38,3.0,41.5,171
2023_06_ARI_LA,2023,6,REG,2023-10-15,ARI,LA,9,26,17,35,7.0,48.0,176
2023_06_PHI_NYJ,2023,6,REG,2023-10-15,PHI,NYJ,14,20,6,34,-6.5,43.0,173
2023_06_DET_TB,2023,6,REG,2023-10-15,DET,TB,20,6,-14,26,-3.0,43.5,163
2023_06_NYG_BUF,2023,6,REG,2023-10-15,NYG,BUF,9,14,5,23,15.5,43.5,177
2023_06_DAL_LAC,2023,6,REG,2023-10-16,DAL,LAC,20,17,-3,37,-1.5,49.5,175
2023_07_JAX_NO,2023,7,REG,2023-10-19,JAX,NO,31,24,-7,55,2.5,41.0,190
2023_07_DET_BAL,2023,7,REG,2023-10-22,DET,BAL,6,38,32,44,3.0,43.5,165
2023_07_LV_CHI,2023,7,REG,2023-10-22,LV,CHI,12,30,18,42,-2.5,38.5,174
2023_07_CLE_IND,2023,7,REG,2023-10-22,CLE,IND,39,38,-1,77,-3.5,40.0,202
2023_07_BUF_NE,2023,7,REG,2023-10-22,BUF,NE,25,29,4,54,-7.5,41.0,173
2023_07_WAS_NYG,2023,7,REG,2023-10-22,WAS,NYG,7,14,7,21,-3.0,37.0,181
2023_07_ATL_TB,2023,7,REG,2023-10-22,ATL,TB,16,13,-3,29,3.0,37.5,178
2023_07_PIT_LA,2023,7,REG,2023-10-22,PIT,LA,24,17,-7,41,3.5,44.0,165
2023_07_ARI_SEA,2023,7,REG,2023-10-22,ARI,SEA,10,20,10,30,9.5,43.5,165
2023_07_GB_DEN,2023,7,REG,2023-10-22,GB,DEN,17,19,2,36,1.5,44.0,170
2023_07_LAC_KC,2023,7,REG,2023-10-22,LAC,KC,17,31,14,48,5.5,48.5,167
2023_07_MIA_PHI,2023,7,REG,2023-10-22,MIA,PHI,17,31,14,48,3.0,52.0,158
2023_07_SF_MIN,2023,7,REG,2023-10-23,SF,MIN,17,22,5,39,-7.0,44.5,164
2023_08_TB_BUF,2023,8,REG,2023-10-26,TB,BUF,18,24,6,42,10.0,43.0,186
2023_08_HOU_CAR,2023,8,REG,2023-10-29,HOU,CAR,13,15,2,28,-3.0,43.0,166
2023_08_LA_DAL,2023,8,REG,2023-10-29,LA,DAL,20,43,23,63,6.5,44.5,170
2023_08_MIN_GB,2023,8,REG,2023-10-29,MIN,GB,24,10,-14,34,-1.0,41.5,182
2023_08_NO_IND,2023,8,REG,2023-10-29,NO,IND,38,27,-11,65,-2.0,43.5,189
2023_08_NE_MIA,2023,8,REG,2023-10-29,NE,MIA,17,31,14,48,7.5,46.5,169
2023_08_NYJ_NYG,2023,8,REG,2023-10-29,NYJ,NYG,13,10,-3,23,-3.0,35.0,196
2023_08_JAX_PIT,2023,8,REG,2023-10-29,JAX,PIT,20,10,-10,30,-2.5,41.0,180
2023_08_ATL_TEN,2023,8,REG,2023-10-29,ATL,TEN,23,28,5,51,-2.5,35.0,186
2023_08_PHI_WAS,2023,8,REG,2023-10-29,PHI,WAS,38,31,-7,69,-7.0,42.5,181
2023_08_CLE_SEA,2023,8,REG,2023-10-29,CLE,SEA,20,24,4,44,4.0,39.5,175
2023_08_BAL_ARI,2023,8,REG,2023-10-29,BAL,ARI,31,24,-7,55,-9.5,44.5,183
2023_08_KC_DEN,2023,8,REG,2023-10-29,KC,DEN,9,24,15,33,-7.0,45.5,170
2023_08_CIN_SF,2023,8,REG,2023-10-29,CIN,SF,31,17,-14,48,4.0,44.0,163
2023_08_CHI_LAC,2023,8,REG,2023-10-29,CHI,LAC,13,30,17,43,9.5,46.0,167
2023_08_LV_DET,2023,8,REG,2023-10-30,LV,DET,14,26,12,40,7.0,46.0,171
2023_09_TEN_PIT,2023,9,REG,2023-11-02,TEN,PIT,16,20,4,36,3.5,37.0,178
2023_09_MIA_KC,2023,9,REG,2023-11-05,MIA,KC,14,21,7,35,1.0,51.0,163
2023_09_MIN_ATL,2023,9,REG,2023-11-05,MIN,ATL,31,28,-3,59,3.5,38.5,192
2023_09_SEA_BAL,2023,9,REG,2023-11-05,SEA,BAL,3,37,34,40,6.0,44.5,169
2023_09_ARI_CLE,2023,9,REG,2023-11-05,ARI,CLE,0,27,27,27,13.0,38.0,166
2023_09_LA_GB,2023,9,REG,2023-11-05,LA,GB,3,20,17,23,3.5,38.0,171
2023_09_TB_HOU,2023,9,REG,2023-11-05,TB,HOU,37,39,2,76,2.5,39.5,186
2023_09_WAS_NE,2023,9,REG,2023-11-05,WAS,NE,20,17,-3,37,2.5,40.5,181
2023_09_CHI_NO,2023,9,REG,2023-11-05,CHI,NO,17,24,7,41,9.0,42.0,172
2023_09_IND_CAR,2023,9,REG,2023-11-05,IND,CAR,27,13,-14,40,-1.5,45.0,176
2023_09_NYG_LV,2023,9,REG,2023-11-05,NYG,LV,6,30,24,36,1.0,38.5,166
2023_09_DAL_PHI,2023,9,REG,2023-11-05,DAL,PHI,23,28,5,51,3.5,46.5,183
2023_09_BUF_CIN,2023,9,REG,2023-11-05,BUF,CIN,18,24,6,42,1.5,51.0,166
2023_09_LAC_NYJ,2023,9,REG,2023-11-06,LAC,NYJ,27,6,-21,33,-3.0,41.0,183
2023_10_CAR_CHI,2023,10,REG,2023-11-09,CAR,CHI,13,16,3,29,3.0,38.0,176
2023_10_IND_NE,2023,10,REG,2023-11-12,IND,NE,10,6,-4,16,-1.0,42.0,162
2023_10_CLE_BAL,2023,10,REG,2023-11-12,CLE,BAL,33,31,-2,64,6.0,38.5,188
2023_10_HOU_CIN,2023,10,REG,2023-11-12,HOU,CIN,30,27,-3,57,5.5,46.0,187
2023_10_SF_JAX,2023,10,REG,2023-11-12,SF,JAX,34,3,-31,37,-3.0,44.5,157
2023_10_NO_MIN,2023,10,REG,2023-11-12,NO,MIN,19,27,8,46,-3.0,41.0,184
2023_10_GB_PIT,2023,10,REG,2023-11-12,GB,PIT,19,23,4,42,3.0,38.5,175
2023_10_TEN_TB,2023,10,REG,2023-11-12,TEN,TB,6,20,14,26,2.5,39.5,162
2023_10_ATL_ARI,2023,10,REG,2023-11-12,ATL,ARI,23,25,2,48,-2.0,43.5,177
2023_10_DET_LAC,2023,10,REG,2023-11-12,DET,LAC,41,38,-3,79,-2.5,48.5,180
2023_10_NYG_DAL,2023,10,REG,2023-11-12,NYG,DAL,17,49,32,66,17.5,38.5,182
2023_10_WAS_SEA,2023,10,REG,2023-11-12,WAS,SEA,26,29,3,55,6.0,44.0,198
2023_10_NYJ_LV,2023,10,REG,2023-11-12,NYJ,LV,12,16,4,28,-1.0,35.5,172
2023_10_DEN_BUF,2023,10,REG,2023-11-13,DEN,BUF,24,22,-2,46,7.5,47.5,179
2023_11_CIN_BAL,2023,11,REG,2023-11-16,CIN,BAL,20,34,14,54,4.0,46.5,172
2023_11_DAL_CAR,2023,11,REG,2023-11-19,DAL,CAR,33,10,-23,43,-11.0,43.0,170
2023_11_PIT_CLE,2023,11,REG,2023-11-19,PIT,CLE,10,13,3,23,2.5,34.0,179
2023_11_CHI_DET,2023,11,REG,2023-11-19,CHI,DET,26,31,5,57,8.0,48.0,179
2023_11_LAC_GB,2023,11,REG,2023-11-19,LAC,GB,20,23,3,43,-3.0,44.0,179
2023_11_ARI_HOU,2023,11,REG,2023-11-19,ARI,HOU,16,21,5,37,5.5,48.0,160
2023_11_TEN_JAX,2023,11,REG,2023-11-19,TEN,JAX,14,34,20,48,6.5,40.0,151
2023_11_LV_MIA,2023,11,REG,2023-11-19,LV,MIA,13,20,7,33,14.0,44.5,171
2023_11_NYG_WAS,2023,11,REG,2023-11-19,NYG,WAS,31,19,-12,50,7.5,39.0,180
2023_11_TB_SF,2023,11,REG,2023-11-19,TB,SF,14,27,13,41,13.5,41.5,166
2023_11_NYJ_BUF,2023,11,REG,2023-11-19,NYJ,BUF,6,32,26,38,8.0,39.5,176
2023_11_SEA_LA,2023,11,REG,2023-11-19,SEA,LA,16,17,1,33,2.5,45.0,176
2023_11_MIN_DEN,2023,11,REG,2023-11-19,MIN,DEN,20,21,1,41,2.5,43.5,171
2023_11_PHI_KC,2023,11,REG,2023-11-20,PHI,KC,21,17,-4,38,2.5,46.0,180
2023_12_GB_DET,2023,12,REG,2023-11-23,GB,DET,29,22,-7,51,8.5,47.0,177
2023_12_WAS_DAL,2023,12,REG,2023-11-23,WAS,DAL,10,45,35,55,13.0,48.0,171
2023_12_SF_SEA,2023,12,REG,2023-11-23,SF,SEA,31,13,-18,44,-7.0,43.5,166
2023_12_MIA_NYJ,2023,12,REG,2023-11-24,MIA,NYJ,34,13,-21,47,-9.5,40.0,168
2023_12_NO_ATL,2023,12,REG,2023-11-26,NO,ATL,15,24,9,39,-2.0,42.0,172
2023_12_PIT_CIN,2023,12,REG,2023-11-26,PIT,CIN,16,10,-6,26,-2.0,36.0,154
2023_12_JAX_HOU,2023,12,REG,2023-11-26,JAX,HOU,24,21,-3,45,-1.0,48.0,180
2023_12_TB_IND,2023,12,REG,2023-11-26,TB,IND,20,27,7,47,2.5,45.0,171
2023_12_NE_NYG,2023,12,REG,2023-11-26,NE,NYG,7,10,3,17,-4.5,36.5,158
2023_12_CAR_TEN,2023,12,REG,2023-11-26,CAR,TEN,10,17,7,27,3.5,36.0,168
2023_12_LA_ARI,2023,12,REG,2023-11-26,LA,ARI,37,14,-23,51,-3.0,45.0,179
2023_12_CLE_DEN,2023,12,REG,2023-11-26,CLE,DEN,12,29,17,41,1.5,37.5,185
2023_12_KC_LV,2023,12,REG,2023-11-26,KC,LV,31,17,-14,48,-9.0,42.5,154
2023_12_BUF_PHI,2023,12,REG,2023-11-26,BUF,PHI,34,37,3,71,2.5,49.0,218
2023_12_BAL_LAC,2023,12,REG,2023-11-26,BAL,LAC,20,10,-10,30,-3.0,49.0,176
2023_12_CHI_MIN,2023,12,REG,2023-11-27,CHI,MIN,12,10,-2,22,3.0,43.5,159
2023_13_SEA_DAL,2023,13,REG,2023-11-30,SEA,DAL,35,41,6,76,9.5,47.5,203
2023_13_DEN_HOU,2023,13,REG,2023-12-03,DEN,HOU,17,22,5,39,3.5,47.5,176
2023_13_LAC_NE,2023,13,REG,2023-12-03,LAC,NE,6,0,-6,6,-4.5,38.5,162
2023_13_DET_NO,2023,13,REG,2023-12-03,DET,NO,33,28,-5,61,-4.0,47.5,172
2023_13_ATL_NYJ,2023,13,REG,2023-12-03,ATL,NYJ,13,8,-5,21,-2.0,33.0,181
2023_13_ARI_PIT,2023,13,REG,2023-12-03,ARI,PIT,24,10,-14,34,6.0,41.0,172
2023_13_IND_TEN,2023,13,REG,2023-12-03,IND,TEN,31,28,-3,59,-1.5,42.0,209
2023_13_MIA_WAS,2023,13,REG,2023-12-03,MIA,WAS,45,15,-30,60,-8.5,50.0,153
2023_13_CAR_TB,2023,13,REG,2023-12-03,CAR,TB,18,21,3,39,4.0,37.0,174
