game_id,season,week,game_type,gameday,away_team,home_team,away_score,home_score,result,total,n_plays
2016_03_BAL_JAX,2016,3,REG,2016-09-25,BAL,JAX,19,17,-2,36,180
2016_03_CLE_MIA,2016,3,REG,2016-09-25,CLE,MIA,24,30,6,54,207
2016_03_WAS_NYG,2016,3,REG,2016-09-25,WAS,NYG,29,27,-2,56,185
2016_03_OAK_TEN,2016,3,REG,2016-09-25,OAK,TEN,17,10,-7,27,174
2016_03_SF_SEA,2016,3,REG,2016-09-25,SF,SEA,18,37,19,55,169
2016_03_LA_TB,2016,3,REG,2016-09-25,LA,TB,37,32,-5,69,205
2016_03_SD_IND,2016,3,REG,2016-09-25,SD,IND,22,26,4,48,179
2016_03_NYJ_KC,2016,3,REG,2016-09-25,NYJ,KC,3,24,21,27,164
2016_03_PIT_PHI,2016,3,REG,2016-09-25,PIT,PHI,3,34,31,37,161
2016_03_CHI_DAL,2016,3,REG,2016-09-25,CHI,DAL,17,31,14,48,176
2016_03_ATL_NO,2016,3,REG,2016-09-26,ATL,NO,45,32,-13,77,185
2016_04_MIA_CIN,2016,4,REG,2016-09-29,MIA,CIN,7,22,15,29,157
2016_04_IND_JAX,2016,4,REG,2016-10-02,IND,JAX,27,30,3,57,198
2016_04_CAR_ATL,2016,4,REG,2016-10-02,CAR,ATL,33,48,15,81,189
2016_04_OAK_BAL,2016,4,REG,2016-10-02,OAK,BAL,28,27,-1,55,198
2016_04_DET_CHI,2016,4,REG,2016-10-02,DET,CHI,14,17,3,31,175
2016_04_TEN_HOU,2016,4,REG,2016-10-02,TEN,HOU,20,27,7,47,178
2016_04_BUF_NE,2016,4,REG,2016-10-02,BUF,NE,16,0,-16,16,171
2016_04_SEA_NYJ,2016,4,REG,2016-10-02,SEA,NYJ,27,17,-10,44,172
2016_04_CLE_WAS,2016,4,REG,2016-10-02,CLE,WAS,20,31,11,51,174
2016_04_DEN_TB,2016,4,REG,2016-10-02,DEN,TB,27,7,-20,34,190
2016_04_LA_ARI,2016,4,REG,2016-10-02,LA,ARI,17,13,-4,30,174
2016_04_NO_SD,2016,4,REG,2016-10-02,NO,SD,35,34,-1,69,193
2016_04_DAL_SF,2016,4,REG,2016-10-02,DAL,SF,24,17,-7,41,172
2016_04_KC_PIT,2016,4,REG,2016-10-02,KC,PIT,14,43,29,57,183
2016_04_NYG_MIN,2016,4,REG,2016-10-03,NYG,MIN,10,24,14,34,183
2016_05_ARI_SF,2016,5,REG,2016-10-06,ARI,SF,33,21,-12,54,195
2016_05_WAS_BAL,2016,5,REG,2016-10-09,WAS,BAL,16,10,-6,26,183
2016_05_NE_CLE,2016,5,REG,2016-10-09,NE,CLE,33,13,-20,46,184
2016_05_PHI_DET,2016,5,REG,2016-10-09,PHI,DET,23,24,1,47,163
2016_05_CHI_IND,2016,5,REG,2016-10-09,CHI,IND,23,29,6,52,187
2016_05_TEN_MIA,2016,5,REG,2016-10-09,TEN,MIA,30,17,-13,47,160
2016_05_HOU_MIN,2016,5,REG,2016-10-09,HOU,MIN,13,31,18,44,180
2016_05_NYJ_PIT,2016,5,REG,2016-10-09,NYJ,PIT,13,31,18,44,173
2016_05_ATL_DEN,2016,5,REG,2016-10-09,ATL,DEN,23,16,-7,39,179
2016_05_CIN_DAL,2016,5,REG,2016-10-09,CIN,DAL,14,28,14,42,161
2016_05_BUF_LA,2016,5,REG,2016-10-09,BUF,LA,30,19,-11,49,167
2016_05_SD_OAK,2016,5,REG,2016-10-09,SD,OAK,31,34,3,65,172
2016_05_NYG_GB,2016,5,REG,2016-10-09,NYG,GB,16,23,7,39,177
2016_05_TB_CAR,2016,5,REG,2016-10-10,TB,CAR,17,14,-3,31,175
2016_06_DEN_SD,2016,6,REG,2016-10-13,DEN,SD,13,21,8,34,184
2016_06_SF_BUF,2016,6,REG,2016-10-16,SF,BUF,16,45,29,61,189
2016_06_JAX_CHI,2016,6,REG,2016-10-16,JAX,CHI,17,16,-1,33,181
2016_06_LA_DET,2016,6,REG,2016-10-16,LA,DET,28,31,3,59,165
2016_06_PIT_MIA,2016,6,REG,2016-10-16,PIT,MIA,15,30,15,45,163
2016_06_CIN_NE,2016,6,REG,2016-10-16,CIN,NE,17,35,18,52,174
2016_06_CAR_NO,2016,6,REG,2016-10-16,CAR,NO,38,41,3,79,210
2016_06_BAL_NYG,2016,6,REG,2016-10-16,BAL,NYG,23,27,4,50,199
2016_06_CLE_TEN,2016,6,REG,2016-10-16,CLE,TEN,26,28,2,54,178
2016_06_PHI_WAS,2016,6,REG,2016-10-16,PHI,WAS,20,27,7,47,175
2016_06_KC_OAK,2016,6,REG,2016-10-16,KC,OAK,26,10,-16,36,156
2016_06_DAL_GB,2016,6,REG,2016-10-16,DAL,GB,30,16,-14,46,178
2016_06_ATL_SEA,2016,6,REG,2016-10-16,ATL,SEA,24,26,2,50,178
2016_06_IND_HOU,2016,6,REG,2016-10-16,IND,HOU,23,26,3,49,196
2016_06_NYJ_ARI,2016,6,REG,2016-10-17,NYJ,ARI,3,28,25,31,173
2016_07_CHI_GB,2016,7,REG,2016-10-20,CHI,GB,10,26,16,36,177
2016_07_NYG_LA,2016,7,REG,2016-10-23,NYG,LA,17,10,-7,27,181
2016_07_CLE_CIN,2016,7,REG,2016-10-23,CLE,CIN,17,31,14,48,165
2016_07_WAS_DET,2016,7,REG,2016-10-23,WAS,DET,17,20,3,37,163
2016_07_OAK_JAX,2016,7,REG,2016-10-23,OAK,JAX,33,16,-17,49,195
2016_07_NO_KC,2016,7,REG,2016-10-23,NO,KC,21,27,6,48,174
2016_07_BUF_MIA,2016,7,REG,2016-10-23,BUF,MIA,25,28,3,53,180
2016_07_BAL_NYJ,2016,7,REG,2016-10-23,BAL,NYJ,16,24,8,40,174
2016_07_MIN_PHI,2016,7,REG,2016-10-23,MIN,PHI,10,21,11,31,172
2016_07_IND_TEN,2016,7,REG,2016-10-23,IND,TEN,34,26,-8,60,190
2016_07_SD_ATL,2016,7,REG,2016-10-23,SD,ATL,33,30,-3,63,194
2016_07_TB_SF,2016,7,REG,2016-10-23,TB,SF,34,17,-17,51,189
2016_07_NE_PIT,2016,7,REG,2016-10-23,NE,PIT,27,16,-11,43,174
2016_07_SEA_ARI,2016,7,REG,2016-10-23,SEA,ARI,6,6,0,12,206
2016_07_HOU_DEN,2016,7,REG,2016-10-24,HOU,DEN,9,27,18,36,177
2016_08_JAX_TEN,2016,8,REG,2016-10-27,JAX,TEN,22,36,14,58,186
2016_08_WAS_CIN,2016,8,REG,2016-10-30,WAS,CIN,27,27,0,54,231
2016_08_NE_BUF,2016,8,REG,2016-10-30,NE,BUF,41,25,-16,66,194
2016_08_ARI_CAR,2016,8,REG,2016-10-30,ARI,CAR,20,30,10,50,183
2016_08_NYJ_CLE,2016,8,REG,2016-10-30,NYJ,CLE,31,28,-3,59,192
2016_08_DET_HOU,2016,8,REG,2016-10-30,DET,HOU,13,20,7,33,167
2016_08_KC_IND,2016,8,REG,2016-10-30,KC,IND,30,14,-16,44,185
2016_08_SEA_NO,2016,8,REG,2016-10-30,SEA,NO,20,25,5,45,175
2016_08_OAK_TB,2016,8,REG,2016-10-30,OAK,TB,30,24,-6,54,212
2016_08_SD_DEN,2016,8,REG,2016-10-30,SD,DEN,19,27,8,46,191
2016_08_GB_ATL,2016,8,REG,2016-10-30,GB,ATL,32,33,1,65,163
2016_08_PHI_DAL,2016,8,REG,2016-10-30,PHI,DAL,23,29,6,52,205
2016_08_MIN_CHI,2016,8,REG,2016-10-31,MIN,CHI,10,20,10,30,160
2016_09_ATL_TB,2016,9,REG,2016-11-03,ATL,TB,43,28,-15,71,192
2016_09_PIT_BAL,2016,9,REG,2016-11-06,PIT,BAL,14,21,7,35,193
2016_09_DAL_CLE,2016,9,REG,2016-11-06,DAL,CLE,35,10,-25,45,154
2016_09_JAX_KC,2016,9,REG,2016-11-06,JAX,KC,14,19,5,33,177
2016_09_NYJ_MIA,2016,9,REG,2016-11-06,NYJ,MIA,23,27,4,50,168
2016_09_DET_MIN,2016,9,REG,2016-11-06,DET,MIN,22,16,-6,38,178
2016_09_PHI_NYG,2016,9,REG,2016-11-06,PHI,NYG,23,28,5,51,181
2016_09_CAR_LA,2016,9,REG,2016-11-06,CAR,LA,13,10,-3,23,176
2016_09_NO_SF,2016,9,REG,2016-11-06,NO,SF,41,23,-18,64,192
2016_09_IND_GB,2016,9,REG,2016-11-06,IND,GB,31,26,-5,57,180
2016_09_TEN_SD,2016,9,REG,2016-11-06,TEN,SD,35,43,8,78,202
2016_09_DEN_OAK,2016,9,REG,2016-11-06,DEN,OAK,20,30,10,50,190
2016_09_BUF_SEA,2016,9,REG,2016-11-07,BUF,SEA,25,31,6,56,183
2016_10_CLE_BAL,2016,10,REG,2016-11-10,CLE,BAL,7,28,21,35,166
2016_10_KC_CAR,2016,10,REG,2016-11-13,KC,CAR,20,17,-3,37,182
2016_10_HOU_JAX,2016,10,REG,2016-11-13,HOU,JAX,24,21,-3,45,176
2016_10_DEN_NO,2016,10,REG,2016-11-13,DEN,NO,25,23,-2,48,178
2016_10_LA_NYJ,2016,10,REG,2016-11-13,LA,NYJ,9,6,-3,15,166
2016_10_ATL_PHI,2016,10,REG,2016-11-13,ATL,PHI,15,24,9,39,180
2016_10_CHI_TB,2016,10,REG,2016-11-13,CHI,TB,10,36,26,46,179
2016_10_GB_TEN,2016,10,REG,2016-11-13,GB,TEN,25,47,22,72,193
2016_10_MIN_WAS,2016,10,REG,2016-11-13,MIN,WAS,20,26,6,46,170
2016_10_MIA_SD,2016,10,REG,2016-11-13,MIA,SD,31,24,-7,55,173
2016_10_SF_ARI,2016,10,REG,2016-11-13,SF,ARI,20,23,3,43,188
2016_10_DAL_PIT,2016,10,REG,2016-11-13,DAL,PIT,35,30,-5,65,186
2016_10_SEA_NE,2016,10,REG,2016-11-13,SEA,NE,31,24,-7,55,181
2016_10_CIN_NYG,2016,10,REG,2016-11-14,CIN,NYG,20,21,1,41,174
2016_11_NO_CAR,2016,11,REG,2016-11-17,NO,CAR,20,23,3,43,184
2016_11_BUF_CIN,2016,11,REG,2016-11-20,BUF,CIN,16,12,-4,28,183
2016_11_PIT_CLE,2016,11,REG,2016-11-20,PIT,CLE,24,9,-15,33,173
2016_11_BAL_DAL,2016,11,REG,2016-11-20,BAL,DAL,17,27,10,44,169
2016_11_JAX_DET,2016,11,REG,2016-11-20,JAX,DET,19,26,7,45,172
2016_11_TEN_IND,2016,11,REG,2016-11-20,TEN,IND,17,24,7,41,176
2016_11_TB_KC,2016,11,REG,2016-11-20,TB,KC,19,17,-2,36,173
2016_11_ARI_MIN,2016,11,REG,2016-11-20,ARI,MIN,24,30,6,54,176
2016_11_CHI_NYG,2016,11,REG,2016-11-20,CHI,NYG,16,22,6,38,171
2016_11_MIA_LA,2016,11,REG,2016-11-20,MIA,LA,14,10,-4,24,168
2016_11_PHI_SEA,2016,11,REG,2016-11-20,PHI,SEA,15,26,11,41,193
2016_11_NE_SF,2016,11,REG,2016-11-20,NE,SF,30,17,-13,47,187
2016_11_GB_WAS,2016,11,REG,2016-11-20,GB,WAS,24,42,18,66,177
2016_11_HOU_OAK,2016,11,REG,2016-11-21,HOU,OAK,20,27,7,47,172
2016_12_MIN_DET,2016,12,REG,2016-11-24,MIN,DET,13,16,3,29,156
2016_12_WAS_DAL,2016,12,REG,2016-11-24,WAS,DAL,26,31,5,57,170
2016_12_PIT_IND,2016,12,REG,2016-11-24,PIT,IND,28,7,-21,35,149
2016_12_ARI_ATL,2016,12,REG,2016-11-27,ARI,ATL,19,38,19,57,174
2016_12_CIN_BAL,2016,12,REG,2016-11-27,CIN,BAL,14,19,5,33,188
2016_12_JAX_BUF,2016,12,REG,2016-11-27,JAX,BUF,21,28,7,49,170
2016_12_TEN_CHI,2016,12,REG,2016-11-27,TEN,CHI,27,21,-6,48,177
2016_12_NYG_CLE,2016,12,REG,2016-11-27,NYG,CLE,27,13,-14,40,181
2016_12_SD_HOU,2016,12,REG,2016-11-27,SD,HOU,21,13,-8,34,170
2016_12_SF_MIA,2016,12,REG,2016-11-27,SF,MIA,24,31,7,55,179
2016_12_LA_NO,2016,12,REG,2016-11-27,LA,NO,21,49,28,70,172
2016_12_SEA_TB,2016,12,REG,2016-11-27,SEA,TB,5,14,9,19,167
2016_12_NE_NYJ,2016,12,REG,2016-11-27,NE,NYJ,22,17,-5,39,172
2016_12_CAR_OAK,2016,12,REG,2016-11-27,CAR,OAK,32,35,3,67,184
2016_12_KC_DEN,2016,12,REG,2016-11-27,KC,DEN,30,27,-3,57,231
2016_12_GB_PHI,2016,12,REG,2016-11-28,GB,PHI,27,13,-14,40,172
2016_13_DAL_MIN,2016,13,REG,2016-12-01,DAL,MIN,17,15,-2,32,174
2016_13_KC_ATL,2016,13,REG,2016-12-04,KC,ATL,29,28,-1,57,166
2016_13_MIA_BAL,2016,13,REG,2016-12-04,MIA,BAL,6,38,32,44,172
2016_13_SF_CHI,2016,13,REG,2016-12-04,SF,CHI,6,26,20,32,164
2016_13_PHI_CIN,2016,13,REG,2016-12-04,PHI,CIN,14,32,18,46,188
2016_13_HOU_GB,2016,13,REG,2016-12-04,HOU,GB,13,21,8,34,160
2016_13_DEN_JAX,2016,13,REG,2016-12-04,DEN,JAX,20,10,-10,30,190
2016_13_LA_NE,2016,13,REG,2016-12-04,LA,NE,10,26,16,36,175
2016_13_DET_NO,2016,13,REG,2016-12-04,DET,NO,28,13,-15,41,173
2016_13_BUF_OAK,2016,13,REG,2016-12-04,BUF,OAK,24,38,14,62,195
2016_13_WAS_ARI,2016,13,REG,2016-12-04,WAS,ARI,23,31,8,54,179
2016_13_NYG_PIT,2016,13,REG,2016-12-04,NYG,PIT,14,24,10,38,172
2016_13_TB_SD,2016,13,REG,2016-12-04,TB,SD,28,21,-7,49,159
2016_13_CAR_SEA,2016,13,REG,2016-12-04,CAR,SEA,7,40,33,47,172
2016_13_IND_NYJ,2016,13,REG,2016-12-05,IND,NYJ,41,10,-31,51,161
2016_14_OAK_KC,2016,14,REG,2016-12-08,OAK,KC,13,21,8,34,175
2016_14_PIT_BUF,2016,14,REG,2016-12-11,PIT,BUF,27,20,-7,47,173
2016_14_SD_CAR,2016,14,REG,2016-12-11,SD,CAR,16,28,12,44,179
2016_14_CIN_CLE,2016,14,REG,2016-12-11,CIN,CLE,23,10,-13,33,167
2016_14_CHI_DET,2016,14,REG,2016-12-11,CHI,DET,17,20,3,37,161
2016_14_HOU_IND,2016,14,REG,2016-12-11,HOU,IND,22,17,-5,39,178
2016_14_MIN_JAX,2016,14,REG,2016-12-11,MIN,JAX,25,16,-9,41,183
2016_14_ARI_MIA,2016,14,REG,2016-12-11,ARI,MIA,23,26,3,49,180
2016_14_WAS_PHI,2016,14,REG,2016-12-11,WAS,PHI,27,22,-5,49,166
2016_14_DEN_TEN,2016,14,REG,2016-12-11,DEN,TEN,10,13,3,23,173
2016_14_NYJ_SF,2016,14,REG,2016-12-11,NYJ,SF,23,17,-6,40,191
2016_14_SEA_GB,2016,14,REG,2016-12-11,SEA,GB,10,38,28,48,166
2016_14_ATL_LA,2016,14,REG,2016-12-11,ATL,LA,42,14,-28,56,173
2016_14_NO_TB,2016,14,REG,2016-12-11,NO,TB,11,16,5,27,171
2016_14_DAL_NYG,2016,14,REG,2016-12-11,DAL,NYG,7,10,3,17,176
2016_14_BAL_NE,2016,14,REG,2016-12-12,BAL,NE,23,30,7,53,191
2016_15_LA_SEA,2016,15,REG,2016-12-15,LA,SEA,3,24,21,27,159
2016_15_MIA_NYJ,2016,15,REG,2016-12-17,MIA,NYJ,34,13,-21,47,167
2016_15_PHI_BAL,2016,15,REG,2016-12-18,PHI,BAL,26,27,1,53,187
2016_15_CLE_BUF,2016,15,REG,2016-12-18,CLE,BUF,13,33,20,46,164
2016_15_GB_CHI,2016,15,REG,2016-12-18,GB,CHI,30,27,-3,57,176
2016_15_PIT_CIN,2016,15,REG,2016-12-18,PIT,CIN,24,20,-4,44,172
2016_15_JAX_HOU,2016,15,REG,2016-12-18,JAX,HOU,20,21,1,41,187
2016_15_TEN_KC,2016,15,REG,2016-12-18,TEN,KC,19,17,-2,36,163
2016_15_IND_MIN,2016,15,REG,2016-12-18,IND,MIN,34,6,-28,40,166
2016_15_DET_NYG,2016,15,REG,2016-12-18,DET,NYG,6,17,11,23,163
2016_15_NO_ARI,2016,15,REG,2016-12-18,NO,ARI,48,41,-7,89,195
2016_15_SF_ATL,2016,15,REG,2016-12-18,SF,ATL,13,41,28,54,165
2016_15_NE_DEN,2016,15,REG,2016-12-18,NE,DEN,16,3,-13,19,176
2016_15_OAK_SD,2016,15,REG,2016-12-18,OAK,SD,19,16,-3,35,157
2016_15_TB_DAL,2016,15,REG,2016-12-18,TB,DAL,20,26,6,46,181
2016_15_CAR_WAS,2016,15,REG,2016-12-19,CAR,WAS,26,15,-11,41,185
2016_16_NYG_PHI,2016,16,REG,2016-12-22,NYG,PHI,19,24,5,43,189
2016_16_MIA_BUF,2016,16,REG,2016-12-24,MIA,BUF,34,31,-3,65,222
2016_16_ATL_CAR,2016,16,REG,2016-12-24,ATL,CAR,33,16,-17,49,183
2016_16_WAS_CHI,2016,16,REG,2016-12-24,WAS,CHI,41,21,-20,62,173
2016_16_SD_CLE,2016,16,REG,2016-12-24,SD,CLE,17,20,3,37,182
2016_16_MIN_GB,2016,16,REG,2016-12-24,MIN,GB,25,38,13,63,186
2016_16_TEN_JAX,2016,16,REG,2016-12-24,TEN,JAX,17,38,21,55,190
2016_16_NYJ_NE,2016,16,REG,2016-12-24,NYJ,NE,3,41,38,44,167
2016_16_IND_OAK,2016,16,REG,2016-12-24,IND,OAK,25,33,8,58,174
2016_16_SF_LA,2016,16,REG,2016-12-24,SF,LA,22,21,-1,43,184
2016_16_TB_NO,2016,16,REG,2016-12-24,TB,NO,24,31,7,55,172
2016_16_ARI_SEA,2016,16,REG,2016-12-24,ARI,SEA,34,31,-3,65,191
2016_16_CIN_HOU,2016,16,REG,2016-12-24,CIN,HOU,10,12,2,22,168
2016_16_BAL_PIT,2016,16,REG,2016-12-25,BAL,PIT,27,31,4,58,177
2016_16_DEN_KC,2016,16,REG,2016-12-25,DEN,KC,10,33,23,43,187
2016_16_DET_DAL,2016,16,REG,2016-12-26,DET,DAL,21,42,21,63,171
2016_17_BAL_CIN,2016,17,REG,2017-01-01,BAL,CIN,10,27,17,37,177
2016_17_JAX_IND,2016,17,REG,2017-01-01,JAX,IND,20,24,4,44,187
2016_17_NE_MIA,2016,17,REG,2017-01-01,NE,MIA,35,14,-21,49,165
2016_17_CHI_MIN,2016,17,REG,2017-01-01,CHI,MIN,10,38,28,48,159
2016_17_BUF_NYJ,2016,17,REG,2017-01-01,BUF,NYJ,10,30,20,40,166
2016_17_DAL_PHI,2016,17,REG,2017-01-01,DAL,PHI,13,27,14,40,175
2016_17_CLE_PIT,2016,17,REG,2017-01-01,CLE,PIT,24,27,3,51,200
2016_17_CAR_TB,2016,17,REG,2017-01-01,CAR,TB,16,17,1,33,178
2016_17_HOU_TEN,2016,17,REG,2017-01-01,HOU,TEN,17,24,7,41,181
2016_17_NO_ATL,2016,17,REG,2017-01-01,NO,ATL,32,38,6,70,193
2016_17_OAK_DEN,2016,17,REG,2017-01-01,OAK,DEN,6,24,18,30,163
2016_17_ARI_LA,2016,17,REG,2017-01-01,ARI,LA,44,6,-38,50,179
2016_17_KC_SD,2016,17,REG,2017-01-01,KC,SD,37,27,-10,64,174
2016_17_SEA_SF,2016,17,REG,2017-01-01,SEA,SF,25,23,-2,48,173
2016_17_NYG_WAS,2016,17,REG,2017-01-01,NYG,WAS,19,10,-9,29,170
2016_17_GB_DET,2016,17,REG,2017-01-01,GB,DET,31,24,-7,55,190
2016_18_OAK_HOU,2016,18,WC,2017-01-07,OAK,HOU,14,27,13,41,200
2016_18_DET_SEA,2016,18,WC,2017-01-07,DET,SEA,6,26,20,32,161
2016_18_MIA_PIT,2016,18,WC,2017-01-08,MIA,PIT,12,30,18,42,159
2016_18_NYG_GB,2016,18,WC,2017-01-08,NYG,GB,13,38,25,51,182
2016_19_SEA_ATL,2016,19,DIV,2017-01-14,SEA,ATL,20,36,16,56,165
2016_19_HOU_NE,2016,19,DIV,2017-01-14,HOU,NE,16,34,18,50,182
2016_19_GB_DAL,2016,19,DIV,2017-01-15,GB,DAL,34,31,-3,65,179
2016_19_PIT_KC,2016,19,DIV,2017-01-15,PIT,KC,18,16,-2,34,162
2016_20_GB_ATL,2016,20,CON,2017-01-22,GB,ATL,21,44,23,65,180
2016_20_PIT_NE,2016,20,CON,2017-01-22,PIT,NE,17,36,19,53,181
2016_21_NE_ATL,2016,21,SB,2017-02-05,NE,ATL,34,28,-6,62,193
2017_01_KC_NE,2017,1,REG,2017-09-07,KC,NE,42,27,-15,69,201
2017_01_NYJ_BUF,2017,1,REG,2017-09-10,NYJ,BUF,12,21,9,33,171
2017_01_ATL_CHI,2017,1,REG,2017-09-10,ATL,CHI,23,17,-6,40,162
2017_01_BAL_CIN,2017,1,REG,2017-09-10,BAL,CIN,20,0,-20,20,168
2017_01_PIT_CLE,2017,1,REG,2017-09-10,PIT,CLE,21,18,-3,39,164
2017_01_ARI_DET,2017,1,REG,2017-09-10,ARI,DET,23,35,12,58,190
2017_01_JAX_HOU,2017,1,REG,2017-09-10,JAX,HOU,29,7,-22,36,183
2017_01_OAK_TEN,2017,1,REG,2017-09-10,OAK,TEN,26,16,-10,42,173
2017_01_PHI_WAS,2017,1,REG,2017-09-10,PHI,WAS,30,17,-13,47,174
2017_01_IND_LA,2017,1,REG,2017-09-10,IND,LA,9,46,37,55,164
2017_01_SEA_GB,2017,1,REG,2017-09-10,SEA,GB,9,17,8,26,175
2017_01_CAR_SF,2017,1,REG,2017-09-10,CAR,SF,23,3,-20,26,163
2017_01_NYG_DAL,2017,1,REG,2017-09-10,NYG,DAL,3,19,16,22,168
2017_01_NO_MIN,2017,1,REG,2017-09-11,NO,MIN,19,29,10,48,171
2017_01_LAC_DEN,2017,1,REG,2017-09-11,LAC,DEN,21,24,3,45,166
2017_02_HOU_CIN,2017,2,REG,2017-09-14,HOU,CIN,13,9,-4,22,178
2017_02_CLE_BAL,2017,2,REG,2017-09-17,CLE,BAL,10,24,14,34,186
2017_02_BUF_CAR,2017,2,REG,2017-09-17,BUF,CAR,3,9,6,12,159
2017_02_ARI_IND,2017,2,REG,2017-09-17,ARI,IND,16,13,-3,29,188
2017_02_TEN_JAX,2017,2,REG,2017-09-17,TEN,JAX,37,16,-21,53,175
2017_02_PHI_KC,2017,2,REG,2017-09-17,PHI,KC,20,27,7,47,173
2017_02_NE_NO,2017,2,REG,2017-09-17,NE,NO,36,20,-16,56,189
2017_02_MIN_PIT,2017,2,REG,2017-09-17,MIN,PIT,9,26,17,35,187
2017_02_CHI_TB,2017,2,REG,2017-09-17,CHI,TB,7,29,22,36,169
2017_02_MIA_LAC,2017,2,REG,2017-09-17,MIA,LAC,19,17,-2,36,170
2017_02_NYJ_OAK,2017,2,REG,2017-09-17,NYJ,OAK,20,45,25,65,157
2017_02_DAL_DEN,2017,2,REG,2017-09-17,DAL,DEN,17,42,25,59,196
2017_02_WAS_LA,2017,2,REG,2017-09-17,WAS,LA,27,20,-7,47,169
2017_02_SF_SEA,2017,2,REG,2017-09-17,SF,SEA,9,12,3,21,175
2017_02_GB_ATL,2017,2,REG,2017-09-17,GB,ATL,23,34,11,57,181
2017_02_DET_NYG,2017,2,REG,2017-09-18,DET,NYG,24,10,-14,34,155
2017_03_LA_SF,2017,3,REG,2017-09-21,LA,SF,41,39,-2,80,195
2017_03_DEN_BUF,2017,3,REG,2017-09-24,DEN,BUF,16,26,10,42,191
2017_03_NO_CAR,2017,3,REG,2017-09-24,NO,CAR,34,13,-21,47,155
2017_03_PIT_CHI,2017,3,REG,2017-09-24,PIT,CHI,17,23,6,40,174
2017_03_ATL_DET,2017,3,REG,2017-09-24,ATL,DET,30,26,-4,56,189
2017_03_CLE_IND,2017,3,REG,2017-09-24,CLE,IND,28,31,3,59,198
2017_03_TB_MIN,2017,3,REG,2017-09-24,TB,MIN,17,34,17,51,167
2017_03_HOU_NE,2017,3,REG,2017-09-24,HOU,NE,33,36,3,69,188
2017_03_MIA_NYJ,2017,3,REG,2017-09-24,MIA,NYJ,6,20,14,26,169
